workerid,correct,condition,gameId,selected,orig_trialNum,orig_repNum,matcher_trialNum,matcher_repNum,target,original_pct_correct,message_history,target_history,message,model_logprobs
5029,True,random,MEJ8y7jRW4947MPrH,C,10,0,13,1,C,1.0,"[[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}]]","[""L""]","[{""role"":""describer"",""text"":""celebratory person - arms extended, diamond head"",""message_number"":1},{""role"":""matcher"",""text"":""no legs"",""message_number"":2},{""role"":""matcher"",""text"":""leaning left"",""message_number"":3},{""role"":""matcher"",""text"":""leaning to left"",""message_number"":4},{""role"":""matcher"",""text"":""body laying left"",""message_number"":5},{""role"":""describer"",""text"":""no legs"",""message_number"":6},{""role"":""matcher"",""text"":""no legs"",""message_number"":7},{""role"":""describer"",""text"":""leaning left"",""message_number"":8}]","{'G': -2.4408984184265137, 'K': -0.4408982992172241, 'J': -2.1908984184265137, 'B': -2.6908984184265137, 'H': -2.9408984184265137, 'I': -4.690898418426514, 'A': -4.940898418426514, 'C': -4.940898418426514, 'D': -5.690898418426514, 'F': -5.940898418426514, 'E': -6.440898418426514, 'L': -18.690898895263672}"
5029,True,random,Z2WAkYpWiXwuGcdME,I,57,4,14,1,I,1.0,"[[{""role"":""describer"",""text"":""arm hair standing"",""message_number"":1}]]","[""C""]","[{""role"":""describer"",""text"":""karate"",""message_number"":1}]","{'B': -1.5145742893218994, 'A': -0.26457422971725464, 'D': -4.76457405090332, 'E': -5.51457405090332, 'C': -11.76457405090332, 'F': -13.01457405090332, 'G': -13.51457405090332, 'H': -18.51457405090332, 'J': -22.26457405090332, 'K': -24.51457405090332, 'I': -25.26457405090332, 'L': -27.88957405090332}"
5029,True,random,LzNv7CD7gRuxpk7cQ,H,35,2,15,1,H,1.0,"[[{""role"":""describer"",""text"":""tango dancer"",""message_number"":1}],[{""role"":""describer"",""text"":""indian"",""message_number"":1}]]","[""G"",""E""]","[{""role"":""describer"",""text"":""grave stone"",""message_number"":1}]","{'C': -0.502876341342926, 'A': -1.0028762817382812, 'D': -3.7528762817382812, 'F': -5.752876281738281, 'B': -6.502876281738281, 'H': -8.252876281738281, 'I': -12.252876281738281, 'J': -14.752876281738281, 'K': -19.00287628173828, 'L': -20.50287628173828, 'E': -26.00287628173828, 'G': -28.87787628173828}"
5029,True,random,22dyGMRgestp8u5Lc,C,61,5,16,1,C,1.0,"[[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left one leg up arms up falling backward"",""message_number"":1}]]","[""E"",""A""]","[{""role"":""describer"",""text"":""jumping off building, arms out"",""message_number"":1}]","{'D': -1.0991008281707764, 'C': -1.0991008281707764, 'B': -1.0991008281707764, 'A': -8.099101066589355, 'F': -8.599101066589355, 'E': -15.849101066589355, 'H': -16.84910011291504, 'G': -16.84910011291504, 'J': -22.84910011291504, 'I': -23.22410011291504, 'L': -26.84910011291504, 'K': -27.47410011291504}"
5029,True,random,zviCQXNM4xWoYTmoY,E,30,2,17,1,E,1.0,"[[{""role"":""describer"",""text"":""like a person walking lifting one foot up, leaning head back a bit, holding a cloth in front of them"",""message_number"":1},{""role"":""matcher"",""text"":""square on their back"",""message_number"":2},{""role"":""describer"",""text"":""lifting the foot up in front of them not behind"",""message_number"":3},{""role"":""matcher"",""text"":""foot lifting up to the left"",""message_number"":4}]]","[""A""]","[{""role"":""describer"",""text"":""bunny one with two triangles at the top"",""message_number"":1}]","{'B': -29.924129486083984, 'C': -3.0491302013397217, 'D': -7.549130439758301, 'A': -11.0491304397583, 'E': -15.2991304397583, 'F': -20.299129486083984, 'G': -20.799129486083984, 'H': -21.799129486083984, 'J': -27.049129486083984, 'I': -27.174129486083984, 'L': -30.174129486083984, 'K': -30.299129486083984}"
5029,True,random,MEJ8y7jRW4947MPrH,B,53,4,18,1,B,1.0,"[[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}],[{""role"":""describer"",""text"":""celebratory person - arms extended, diamond head"",""message_number"":1},{""role"":""matcher"",""text"":""no legs"",""message_number"":2},{""role"":""matcher"",""text"":""leaning left"",""message_number"":3},{""role"":""matcher"",""text"":""leaning to left"",""message_number"":4},{""role"":""matcher"",""text"":""body laying left"",""message_number"":5},{""role"":""describer"",""text"":""no legs"",""message_number"":6},{""role"":""matcher"",""text"":""no legs"",""message_number"":7},{""role"":""describer"",""text"":""leaning left"",""message_number"":8}]]","[""L"",""C""]","[{""role"":""describer"",""text"":""two arms - one coming off body on right"",""message_number"":1},{""role"":""describer"",""text"":""two"",""message_number"":2},{""role"":""matcher"",""text"":""wings guy"",""message_number"":3},{""role"":""matcher"",""text"":""kneeling down"",""message_number"":4},{""role"":""matcher"",""text"":""wings"",""message_number"":5},{""role"":""matcher"",""text"":""foot left"",""message_number"":6},{""role"":""matcher"",""text"":""wing guy"",""message_number"":7},{""role"":""describer"",""text"":""wings guy"",""message_number"":8},{""role"":""matcher"",""text"":""not celebration guy"",""message_number"":9},{""role"":""matcher"",""text"":""angel wings"",""message_number"":10},{""role"":""describer"",""text"":""not celeb"",""message_number"":11}]","{'B': -1.0147922039031982, 'A': -0.5147922039031982, 'G': -4.014792442321777, 'E': -4.764792442321777, 'H': -5.014792442321777, 'F': -6.264792442321777, 'K': -6.264792442321777, 'D': -6.514792442321777, 'J': -7.514792442321777, 'I': -8.764792442321777, 'C': -23.13979148864746, 'L': -25.13979148864746}"
5029,True,random,MDLyuv29jevaGLSeT,J,64,5,19,1,J,1.0,"[[{""role"":""describer"",""text"":""Guy stood straight facing left looking down at arms extended to left"",""message_number"":1}],[{""role"":""describer"",""text"":""Standing facing left arms extended in front"",""message_number"":1}],[{""role"":""describer"",""text"":""standing up straight facing left"",""message_number"":1}]]","[""D"",""D"",""D""]","[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}]","{'A': -0.44164231419563293, 'C': -1.1916422843933105, 'B': -2.9416422843933105, 'E': -7.6916422843933105, 'G': -10.191642761230469, 'F': -10.941642761230469, 'H': -12.191642761230469, 'D': -12.941642761230469, 'J': -17.19164276123047, 'I': -21.44164276123047, 'K': -21.44164276123047, 'L': -23.31664276123047}"
5029,False,random,GWCD2NGoiA2n5Wh2i,B,38,3,20,1,L,1.0,[],[],"[{""role"":""matcher"",""text"":""Podium You guys don't need me anymore"",""message_number"":1},{""role"":""describer"",""text"":""kneeling man in a robe, facing right"",""message_number"":2},{""role"":""describer"",""text"":""keep it up repi, i think it helps as long as you go first!"",""message_number"":3}]","{'B': -35.53856658935547, 'A': -4.788565158843994, 'C': -7.788565158843994, 'D': -11.038564682006836, 'E': -19.538564682006836, 'F': -24.038564682006836, 'H': -26.538564682006836, 'G': -26.788564682006836, 'I': -29.788564682006836, 'J': -33.03856658935547, 'L': -34.03856658935547, 'K': -36.28856658935547}"
5029,True,random,22dyGMRgestp8u5Lc,I,63,5,21,1,I,1.0,"[[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left one leg up arms up falling backward"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building, arms out"",""message_number"":1}]]","[""E"",""A"",""C""]","[{""role"":""describer"",""text"":""falling forward, arms out front"",""message_number"":1}]","{'D': -4.511407852172852, 'B': -26.38640785217285, 'A': -8.011407852172852, 'F': -10.511407852172852, 'C': -14.261407852172852, 'E': -14.761407852172852, 'G': -17.26140785217285, 'H': -18.01140785217285, 'I': -24.63640785217285, 'J': -25.51140785217285, 'K': -27.38640785217285, 'L': -27.88640785217285}"
5029,False,random,BTbGhXZvjdSFubTBg,I,49,4,22,1,G,1.0,[],[],"[{""role"":""describer"",""text"":""kung fu yoga guy again"",""message_number"":1}]","{'B': -0.030023697763681412, 'A': -3.5300238132476807, 'C': -9.530023574829102, 'D': -12.780023574829102, 'E': -18.7800235748291, 'G': -23.2800235748291, 'H': -24.5300235748291, 'F': -24.7800235748291, 'I': -29.2800235748291, 'J': -31.5300235748291, 'L': -33.280025482177734, 'K': -35.530025482177734}"
5029,True,random,MDLyuv29jevaGLSeT,F,47,3,23,1,F,1.0,"[[{""role"":""describer"",""text"":""Guy stood straight facing left looking down at arms extended to left"",""message_number"":1}],[{""role"":""describer"",""text"":""Standing facing left arms extended in front"",""message_number"":1}],[{""role"":""describer"",""text"":""standing up straight facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}]]","[""D"",""D"",""D"",""J""]","[{""role"":""describer"",""text"":""Person is sat facing left with their legs out in front of them"",""message_number"":1},{""role"":""describer"",""text"":""Looks depressed"",""message_number"":2}]","{'H': -1.0614349842071533, 'E': -1.5614349842071533, 'G': -1.8114349842071533, 'I': -2.3114349842071533, 'F': -2.3114349842071533, 'B': -3.3114349842071533, 'C': -3.5614349842071533, 'A': -4.811434745788574, 'K': -4.811434745788574, 'L': -6.561434745788574, 'J': -16.56143569946289, 'D': -17.06143569946289}"
5029,True,random,BTbGhXZvjdSFubTBg,H,9,0,24,2,H,0.8,"[[{""role"":""describer"",""text"":""kung fu yoga guy again"",""message_number"":1}]]","[""G""]","[{""role"":""describer"",""text"":""sitting down no legs showing"",""message_number"":1},{""role"":""matcher"",""text"":""no arms"",""message_number"":2},{""role"":""matcher"",""text"":""Bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""legs showing to one side no arms"",""message_number"":4},{""role"":""matcher"",""text"":""kinda like kneeling"",""message_number"":5},{""role"":""describer"",""text"":""no feet"",""message_number"":6},{""role"":""describer"",""text"":""yes kneeling"",""message_number"":7}]","{'G': -0.007262733764946461, 'F': -5.257262706756592, 'D': -7.007262706756592, 'H': -7.507262706756592, 'E': -8.00726318359375, 'C': -8.75726318359375, 'B': -9.50726318359375, 'A': -11.75726318359375, 'J': -17.50726318359375, 'I': -19.25726318359375, 'K': -21.25726318359375, 'L': -25.50726318359375}"
5029,True,random,MDLyuv29jevaGLSeT,A,16,1,25,2,A,1.0,"[[{""role"":""describer"",""text"":""Guy stood straight facing left looking down at arms extended to left"",""message_number"":1}],[{""role"":""describer"",""text"":""Standing facing left arms extended in front"",""message_number"":1}],[{""role"":""describer"",""text"":""standing up straight facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""Person is sat facing left with their legs out in front of them"",""message_number"":1},{""role"":""describer"",""text"":""Looks depressed"",""message_number"":2}]]","[""D"",""D"",""D"",""J"",""F""]","[{""role"":""describer"",""text"":""body facing left with one foot in the air, head is hanging backwards also looks like a penguin"",""message_number"":1}]","{'E': -0.2057591825723648, 'G': -1.7057591676712036, 'H': -6.455759048461914, 'C': -6.705759048461914, 'A': -7.205759048461914, 'F': -7.705759048461914, 'B': -8.455759048461914, 'I': -8.955759048461914, 'K': -11.955759048461914, 'L': -14.455759048461914, 'J': -21.455759048461914, 'D': -25.205759048461914}"
5029,True,random,22dyGMRgestp8u5Lc,B,21,1,26,2,B,1.0,"[[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left one leg up arms up falling backward"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building, arms out"",""message_number"":1}],[{""role"":""describer"",""text"":""falling forward, arms out front"",""message_number"":1}]]","[""E"",""A"",""C"",""I""]","[{""role"":""describer"",""text"":""baby looking up with arms out, bow on back of head"",""message_number"":1}]","{'H': -26.87562370300293, 'B': -29.00062370300293, 'G': -30.25062370300293, 'F': -30.87562370300293, 'D': -6.8756232261657715, 'E': -8.875622749328613, 'J': -8.875622749328613, 'L': -15.625622749328613, 'K': -15.625622749328613, 'A': -15.875622749328613, 'C': -23.37562370300293, 'I': -32.7506217956543}"
5029,True,random,zviCQXNM4xWoYTmoY,A,54,4,27,2,A,1.0,"[[{""role"":""describer"",""text"":""like a person walking lifting one foot up, leaning head back a bit, holding a cloth in front of them"",""message_number"":1},{""role"":""matcher"",""text"":""square on their back"",""message_number"":2},{""role"":""describer"",""text"":""lifting the foot up in front of them not behind"",""message_number"":3},{""role"":""matcher"",""text"":""foot lifting up to the left"",""message_number"":4}],[{""role"":""describer"",""text"":""bunny one with two triangles at the top"",""message_number"":1}]]","[""A"",""E""]","[{""role"":""describer"",""text"":""lifting foot up holding cloth"",""message_number"":1}]","{'A': -24.125, 'C': -16.875, 'B': -17.125, 'D': -18.25, 'E': -19.875, 'F': -21.25, 'G': -22.0, 'H': -23.25, 'I': -24.75, 'J': -25.625, 'K': -26.625, 'L': -27.25}"
5029,True,random,BTbGhXZvjdSFubTBg,D,6,0,28,2,D,1.0,"[[{""role"":""describer"",""text"":""kung fu yoga guy again"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting down no legs showing"",""message_number"":1},{""role"":""matcher"",""text"":""no arms"",""message_number"":2},{""role"":""matcher"",""text"":""Bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""legs showing to one side no arms"",""message_number"":4},{""role"":""matcher"",""text"":""kinda like kneeling"",""message_number"":5},{""role"":""describer"",""text"":""no feet"",""message_number"":6},{""role"":""describer"",""text"":""yes kneeling"",""message_number"":7}]]","[""G"",""H""]","[{""role"":""describer"",""text"":""a person standing holding out their hands,"",""message_number"":1},{""role"":""matcher"",""text"":""Both feet on the ground"",""message_number"":2},{""role"":""matcher"",""text"":""Inverted top hat in hands"",""message_number"":3},{""role"":""matcher"",""text"":""Are they side on"",""message_number"":4},{""role"":""matcher"",""text"":""Wait, holding OUT their hands, or holding UP their hands"",""message_number"":5},{""role"":""describer"",""text"":""yes inverted top hat"",""message_number"":6},{""role"":""matcher"",""text"":""lol top hat"",""message_number"":7}]","{'A': -0.45412957668304443, 'B': -1.4541295766830444, 'C': -2.954129695892334, 'E': -3.204129695892334, 'D': -3.454129695892334, 'F': -4.954129695892334, 'J': -11.704129219055176, 'I': -14.704129219055176, 'K': -19.704130172729492, 'G': -21.704130172729492, 'L': -22.454130172729492, 'H': -25.204130172729492}"
5029,True,random,x8BXJBHh3RxchPoHv,B,61,5,29,2,B,0.75,"[[{""role"":""describer"",""text"":""like someone kneeling"",""message_number"":1},{""role"":""describer"",""text"":""facing to the right of screen"",""message_number"":2},{""role"":""matcher"",""text"":""arms together or spread"",""message_number"":3},{""role"":""matcher"",""text"":""arms raised"",""message_number"":4},{""role"":""describer"",""text"":""arms raised"",""message_number"":5}],[{""role"":""describer"",""text"":""It is the bunny rabbit"",""message_number"":1},{""role"":""describer"",""text"":""two triangles for ears"",""message_number"":2}]]","[""B"",""E""]","[{""role"":""describer"",""text"":""kneeling both arms out"",""message_number"":1}]","{'B': -33.25226593017578, 'A': -6.252264976501465, 'C': -8.002264976501465, 'D': -13.252264976501465, 'F': -18.00226593017578, 'G': -21.75226593017578, 'H': -23.50226593017578, 'E': -28.00226593017578, 'J': -29.00226593017578, 'I': -32.00226593017578, 'K': -33.75226593017578, 'L': -34.00226593017578}"
5029,True,random,BTbGhXZvjdSFubTBg,L,21,1,30,2,L,1.0,"[[{""role"":""describer"",""text"":""kung fu yoga guy again"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting down no legs showing"",""message_number"":1},{""role"":""matcher"",""text"":""no arms"",""message_number"":2},{""role"":""matcher"",""text"":""Bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""legs showing to one side no arms"",""message_number"":4},{""role"":""matcher"",""text"":""kinda like kneeling"",""message_number"":5},{""role"":""describer"",""text"":""no feet"",""message_number"":6},{""role"":""describer"",""text"":""yes kneeling"",""message_number"":7}],[{""role"":""describer"",""text"":""a person standing holding out their hands,"",""message_number"":1},{""role"":""matcher"",""text"":""Both feet on the ground"",""message_number"":2},{""role"":""matcher"",""text"":""Inverted top hat in hands"",""message_number"":3},{""role"":""matcher"",""text"":""Are they side on"",""message_number"":4},{""role"":""matcher"",""text"":""Wait, holding OUT their hands, or holding UP their hands"",""message_number"":5},{""role"":""describer"",""text"":""yes inverted top hat"",""message_number"":6},{""role"":""matcher"",""text"":""lol top hat"",""message_number"":7}]]","[""G"",""H"",""D""]","[{""role"":""describer"",""text"":""bent knees but not kneeling arms out"",""message_number"":1},{""role"":""describer"",""text"":""both feet on floor"",""message_number"":2},{""role"":""matcher"",""text"":""Does he kind of have the shape of the letter S"",""message_number"":3},{""role"":""matcher"",""text"":""lightning bolt"",""message_number"":4}]","{'B': -1.5837583541870117, 'E': -0.8337583541870117, 'C': -1.8337583541870117, 'F': -2.0837583541870117, 'A': -2.5837583541870117, 'I': -8.083758354187012, 'J': -8.083758354187012, 'G': -13.083758354187012, 'H': -13.333758354187012, 'K': -16.083759307861328, 'L': -18.333759307861328, 'D': -21.958759307861328}"
5029,True,random,22dyGMRgestp8u5Lc,J,51,4,31,2,J,1.0,"[[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left one leg up arms up falling backward"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building, arms out"",""message_number"":1}],[{""role"":""describer"",""text"":""falling forward, arms out front"",""message_number"":1}],[{""role"":""describer"",""text"":""baby looking up with arms out, bow on back of head"",""message_number"":1}]]","[""E"",""A"",""C"",""I"",""B""]","[{""role"":""describer"",""text"":""half pot or bowl with triangle on top"",""message_number"":1}]","{'H': -23.364877700805664, 'G': -25.114877700805664, 'D': -25.239877700805664, 'F': -26.364877700805664, 'J': -29.239877700805664, 'A': -13.239877700805664, 'L': -14.239877700805664, 'K': -17.239877700805664, 'E': -21.864877700805664, 'C': -22.989877700805664, 'I': -26.239877700805664, 'B': -29.989877700805664}"
