workerid,correct,condition,gameId,selected,orig_trialNum,orig_repNum,matcher_trialNum,matcher_repNum,target,original_pct_correct,message_history,target_history,message,model_logprobs
5029,True,random,MEJ8y7jRW4947MPrH,B,53,4,18,1,B,1.0,"[[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}],[{""role"":""describer"",""text"":""celebratory person - arms extended, diamond head"",""message_number"":1},{""role"":""matcher"",""text"":""no legs"",""message_number"":2},{""role"":""matcher"",""text"":""leaning left"",""message_number"":3},{""role"":""matcher"",""text"":""leaning to left"",""message_number"":4},{""role"":""matcher"",""text"":""body laying left"",""message_number"":5},{""role"":""describer"",""text"":""no legs"",""message_number"":6},{""role"":""matcher"",""text"":""no legs"",""message_number"":7},{""role"":""describer"",""text"":""leaning left"",""message_number"":8}]]","[""L"",""C""]","[{""role"":""describer"",""text"":""two arms - one coming off body on right"",""message_number"":1},{""role"":""describer"",""text"":""two"",""message_number"":2},{""role"":""matcher"",""text"":""wings guy"",""message_number"":3},{""role"":""matcher"",""text"":""kneeling down"",""message_number"":4},{""role"":""matcher"",""text"":""wings"",""message_number"":5},{""role"":""matcher"",""text"":""foot left"",""message_number"":6},{""role"":""matcher"",""text"":""wing guy"",""message_number"":7},{""role"":""describer"",""text"":""wings guy"",""message_number"":8},{""role"":""matcher"",""text"":""not celebration guy"",""message_number"":9},{""role"":""matcher"",""text"":""angel wings"",""message_number"":10},{""role"":""describer"",""text"":""not celeb"",""message_number"":11}]","{'L': -4.074131488800049, 'A': -1.5741316080093384, 'B': -1.9491316080093384, 'D': -2.324131488800049, 'E': -2.449131488800049, 'G': -2.699131488800049, 'H': -2.949131488800049, 'J': -2.949131488800049, 'C': -3.199131488800049, 'F': -3.199131488800049, 'K': -3.574131488800049, 'I': -3.824131488800049}"
5029,True,random,MDLyuv29jevaGLSeT,J,64,5,19,1,J,1.0,"[[{""role"":""describer"",""text"":""Guy stood straight facing left looking down at arms extended to left"",""message_number"":1}],[{""role"":""describer"",""text"":""Standing facing left arms extended in front"",""message_number"":1}],[{""role"":""describer"",""text"":""standing up straight facing left"",""message_number"":1}]]","[""D"",""D"",""D""]","[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}]","{'B': -1.8568329811096191, 'D': -1.7318329811096191, 'A': -1.8568329811096191, 'C': -2.106832981109619, 'E': -2.231832981109619, 'H': -2.606832981109619, 'F': -2.856832981109619, 'G': -3.231832981109619, 'I': -3.856832981109619, 'J': -4.106832981109619, 'K': -4.356832981109619, 'L': -4.606832981109619}"
5029,False,random,GWCD2NGoiA2n5Wh2i,B,38,3,20,1,L,1.0,[],[],"[{""role"":""matcher"",""text"":""Podium You guys don't need me anymore"",""message_number"":1},{""role"":""describer"",""text"":""kneeling man in a robe, facing right"",""message_number"":2},{""role"":""describer"",""text"":""keep it up repi, i think it helps as long as you go first!"",""message_number"":3}]","{'A': -1.2819135189056396, 'B': -2.9069135189056396, 'C': -2.9069135189056396, 'D': -3.2819135189056396, 'E': -5.031913757324219, 'G': -5.906913757324219, 'J': -5.969413757324219, 'K': -6.031913757324219, 'F': -6.156913757324219, 'I': -6.281913757324219, 'L': -6.344413757324219, 'H': -6.406913757324219}"
5029,True,random,22dyGMRgestp8u5Lc,I,63,5,21,1,I,1.0,"[[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left one leg up arms up falling backward"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building, arms out"",""message_number"":1}]]","[""E"",""A"",""C""]","[{""role"":""describer"",""text"":""falling forward, arms out front"",""message_number"":1}]","{'D': -1.7343260049819946, 'B': -1.3593260049819946, 'A': -1.7343260049819946, 'C': -2.359325885772705, 'F': -2.734325885772705, 'E': -2.984325885772705, 'H': -2.984325885772705, 'G': -3.109325885772705, 'I': -3.859325885772705, 'J': -3.859325885772705, 'K': -4.234325885772705, 'L': -5.109325885772705}"
5029,False,random,BTbGhXZvjdSFubTBg,I,49,4,22,1,G,1.0,[],[],"[{""role"":""describer"",""text"":""kung fu yoga guy again"",""message_number"":1}]","{'A': -1.284476637840271, 'C': -2.2844767570495605, 'D': -2.2844767570495605, 'B': -2.5344767570495605, 'E': -4.6594767570495605, 'F': -5.8469767570495605, 'I': -5.9094767570495605, 'K': -5.9719767570495605, 'J': -6.0969767570495605, 'H': -6.3469767570495605, 'L': -6.4094767570495605, 'G': -6.5969767570495605}"
5029,True,random,MDLyuv29jevaGLSeT,F,47,3,23,1,F,1.0,"[[{""role"":""describer"",""text"":""Guy stood straight facing left looking down at arms extended to left"",""message_number"":1}],[{""role"":""describer"",""text"":""Standing facing left arms extended in front"",""message_number"":1}],[{""role"":""describer"",""text"":""standing up straight facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}]]","[""D"",""D"",""D"",""J""]","[{""role"":""describer"",""text"":""Person is sat facing left with their legs out in front of them"",""message_number"":1},{""role"":""describer"",""text"":""Looks depressed"",""message_number"":2}]","{'F': -2.500394582748413, 'A': -2.250394582748413, 'B': -2.250394582748413, 'C': -2.250394582748413, 'D': -2.250394582748413, 'E': -2.375394582748413, 'H': -2.500394582748413, 'G': -2.625394582748413, 'I': -3.125394582748413, 'J': -3.250394582748413, 'K': -3.250394582748413, 'L': -3.500394582748413}"
5029,True,random,BTbGhXZvjdSFubTBg,H,9,0,24,2,H,0.8,"[[{""role"":""describer"",""text"":""kung fu yoga guy again"",""message_number"":1}]]","[""G""]","[{""role"":""describer"",""text"":""sitting down no legs showing"",""message_number"":1},{""role"":""matcher"",""text"":""no arms"",""message_number"":2},{""role"":""matcher"",""text"":""Bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""legs showing to one side no arms"",""message_number"":4},{""role"":""matcher"",""text"":""kinda like kneeling"",""message_number"":5},{""role"":""describer"",""text"":""no feet"",""message_number"":6},{""role"":""describer"",""text"":""yes kneeling"",""message_number"":7}]","{'L': -4.143013954162598, 'A': -1.8930141925811768, 'B': -2.0180141925811768, 'C': -2.0180141925811768, 'D': -2.0180141925811768, 'E': -2.5180141925811768, 'F': -2.5180141925811768, 'H': -2.7680141925811768, 'J': -3.1430141925811768, 'K': -3.2680141925811768, 'G': -3.7680141925811768, 'I': -3.8930141925811768}"
5029,True,random,MDLyuv29jevaGLSeT,A,16,1,25,2,A,1.0,"[[{""role"":""describer"",""text"":""Guy stood straight facing left looking down at arms extended to left"",""message_number"":1}],[{""role"":""describer"",""text"":""Standing facing left arms extended in front"",""message_number"":1}],[{""role"":""describer"",""text"":""standing up straight facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""Person is sat facing left with their legs out in front of them"",""message_number"":1},{""role"":""describer"",""text"":""Looks depressed"",""message_number"":2}]]","[""D"",""D"",""D"",""J"",""F""]","[{""role"":""describer"",""text"":""body facing left with one foot in the air, head is hanging backwards also looks like a penguin"",""message_number"":1}]","{'A': -2.9401535987854004, 'F': -1.3151534795761108, 'D': -2.1901535987854004, 'E': -2.4401535987854004, 'H': -2.4401535987854004, 'G': -2.5651535987854004, 'B': -2.6901535987854004, 'C': -2.8151535987854004, 'J': -3.0651535987854004, 'I': -3.1901535987854004, 'K': -3.6901535987854004, 'L': -4.0651535987854}"
5029,True,random,22dyGMRgestp8u5Lc,B,21,1,26,2,B,1.0,"[[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left one leg up arms up falling backward"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building, arms out"",""message_number"":1}],[{""role"":""describer"",""text"":""falling forward, arms out front"",""message_number"":1}]]","[""E"",""A"",""C"",""I""]","[{""role"":""describer"",""text"":""baby looking up with arms out, bow on back of head"",""message_number"":1}]","{'J': -2.5157032012939453, 'B': -1.6407030820846558, 'D': -2.0157032012939453, 'H': -2.0157032012939453, 'F': -2.1407032012939453, 'G': -2.1407032012939453, 'K': -3.1407032012939453, 'A': -3.3907032012939453, 'E': -3.3907032012939453, 'L': -3.5157032012939453, 'C': -3.8907032012939453, 'I': -5.015703201293945}"
5029,True,random,zviCQXNM4xWoYTmoY,A,54,4,27,2,A,1.0,"[[{""role"":""describer"",""text"":""like a person walking lifting one foot up, leaning head back a bit, holding a cloth in front of them"",""message_number"":1},{""role"":""matcher"",""text"":""square on their back"",""message_number"":2},{""role"":""describer"",""text"":""lifting the foot up in front of them not behind"",""message_number"":3},{""role"":""matcher"",""text"":""foot lifting up to the left"",""message_number"":4}],[{""role"":""describer"",""text"":""bunny one with two triangles at the top"",""message_number"":1}]]","[""A"",""E""]","[{""role"":""describer"",""text"":""lifting foot up holding cloth"",""message_number"":1}]","{'A': -0.5983096957206726, 'B': -1.7233097553253174, 'D': -2.3483097553253174, 'C': -2.5983097553253174, 'F': -3.8483097553253174, 'E': -4.098309516906738, 'G': -4.348309516906738, 'H': -4.473309516906738, 'J': -5.035809516906738, 'I': -5.535809516906738, 'K': -6.035809516906738, 'L': -6.285809516906738}"
5029,True,random,BTbGhXZvjdSFubTBg,D,6,0,28,2,D,1.0,"[[{""role"":""describer"",""text"":""kung fu yoga guy again"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting down no legs showing"",""message_number"":1},{""role"":""matcher"",""text"":""no arms"",""message_number"":2},{""role"":""matcher"",""text"":""Bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""legs showing to one side no arms"",""message_number"":4},{""role"":""matcher"",""text"":""kinda like kneeling"",""message_number"":5},{""role"":""describer"",""text"":""no feet"",""message_number"":6},{""role"":""describer"",""text"":""yes kneeling"",""message_number"":7}]]","[""G"",""H""]","[{""role"":""describer"",""text"":""a person standing holding out their hands,"",""message_number"":1},{""role"":""matcher"",""text"":""Both feet on the ground"",""message_number"":2},{""role"":""matcher"",""text"":""Inverted top hat in hands"",""message_number"":3},{""role"":""matcher"",""text"":""Are they side on"",""message_number"":4},{""role"":""matcher"",""text"":""Wait, holding OUT their hands, or holding UP their hands"",""message_number"":5},{""role"":""describer"",""text"":""yes inverted top hat"",""message_number"":6},{""role"":""matcher"",""text"":""lol top hat"",""message_number"":7}]","{'F': -2.1528520584106445, 'D': -1.9028520584106445, 'B': -2.0278520584106445, 'C': -2.1528520584106445, 'A': -2.2778520584106445, 'E': -2.2778520584106445, 'J': -2.6528520584106445, 'I': -2.9028520584106445, 'K': -3.6528520584106445, 'L': -3.9028520584106445, 'G': -4.1528520584106445, 'H': -4.1528520584106445}"
5029,True,random,x8BXJBHh3RxchPoHv,B,61,5,29,2,B,0.75,"[[{""role"":""describer"",""text"":""like someone kneeling"",""message_number"":1},{""role"":""describer"",""text"":""facing to the right of screen"",""message_number"":2},{""role"":""matcher"",""text"":""arms together or spread"",""message_number"":3},{""role"":""matcher"",""text"":""arms raised"",""message_number"":4},{""role"":""describer"",""text"":""arms raised"",""message_number"":5}],[{""role"":""describer"",""text"":""It is the bunny rabbit"",""message_number"":1},{""role"":""describer"",""text"":""two triangles for ears"",""message_number"":2}]]","[""B"",""E""]","[{""role"":""describer"",""text"":""kneeling both arms out"",""message_number"":1}]","{'J': -4.38393497467041, 'A': -1.2589352130889893, 'B': -1.6339352130889893, 'C': -1.6339352130889893, 'D': -1.7589352130889893, 'F': -3.1339352130889893, 'G': -3.5089352130889893, 'H': -3.6339352130889893, 'E': -3.7589352130889893, 'I': -5.13393497467041, 'K': -5.38393497467041, 'L': -6.38393497467041}"
5029,True,random,BTbGhXZvjdSFubTBg,L,21,1,30,2,L,1.0,"[[{""role"":""describer"",""text"":""kung fu yoga guy again"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting down no legs showing"",""message_number"":1},{""role"":""matcher"",""text"":""no arms"",""message_number"":2},{""role"":""matcher"",""text"":""Bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""legs showing to one side no arms"",""message_number"":4},{""role"":""matcher"",""text"":""kinda like kneeling"",""message_number"":5},{""role"":""describer"",""text"":""no feet"",""message_number"":6},{""role"":""describer"",""text"":""yes kneeling"",""message_number"":7}],[{""role"":""describer"",""text"":""a person standing holding out their hands,"",""message_number"":1},{""role"":""matcher"",""text"":""Both feet on the ground"",""message_number"":2},{""role"":""matcher"",""text"":""Inverted top hat in hands"",""message_number"":3},{""role"":""matcher"",""text"":""Are they side on"",""message_number"":4},{""role"":""matcher"",""text"":""Wait, holding OUT their hands, or holding UP their hands"",""message_number"":5},{""role"":""describer"",""text"":""yes inverted top hat"",""message_number"":6},{""role"":""matcher"",""text"":""lol top hat"",""message_number"":7}]]","[""G"",""H"",""D""]","[{""role"":""describer"",""text"":""bent knees but not kneeling arms out"",""message_number"":1},{""role"":""describer"",""text"":""both feet on floor"",""message_number"":2},{""role"":""matcher"",""text"":""Does he kind of have the shape of the letter S"",""message_number"":3},{""role"":""matcher"",""text"":""lightning bolt"",""message_number"":4}]","{'B': -2.0658466815948486, 'C': -2.1908466815948486, 'F': -2.1908466815948486, 'E': -2.3158466815948486, 'A': -2.4408466815948486, 'J': -2.4408466815948486, 'I': -2.9408466815948486, 'L': -2.9408466815948486, 'K': -3.3158466815948486, 'H': -4.0658464431762695, 'D': -4.1908464431762695, 'G': -4.3158464431762695}"
5029,True,random,22dyGMRgestp8u5Lc,J,51,4,31,2,J,1.0,"[[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left one leg up arms up falling backward"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building, arms out"",""message_number"":1}],[{""role"":""describer"",""text"":""falling forward, arms out front"",""message_number"":1}],[{""role"":""describer"",""text"":""baby looking up with arms out, bow on back of head"",""message_number"":1}]]","[""E"",""A"",""C"",""I"",""B""]","[{""role"":""describer"",""text"":""half pot or bowl with triangle on top"",""message_number"":1}]","{'F': -1.8208335638046265, 'D': -1.8208335638046265, 'H': -1.9458335638046265, 'G': -2.070833683013916, 'J': -2.570833683013916, 'K': -2.820833683013916, 'B': -2.945833683013916, 'C': -3.195833683013916, 'E': -3.195833683013916, 'L': -3.445833683013916, 'A': -3.695833683013916, 'I': -4.195833683013916}"
